Timestamp,Received Data
2026-01-31 23:06:05,SNSR, 201.84
2026-01-31 23:06:15,SNSR, 201.84
2026-01-31 23:06:25,SNSR, 201.41
2026-01-31 23:06:35,SNSR, 201.48
2026-01-31 23:06:45,SNSR, 201.41
2026-01-31 23:06:55,SNSR, 201.84
2026-01-31 23:07:05,SNSR, 201.48
2026-01-31 23:07:16,SNSR, 201.41
2026-01-31 23:07:25,SNSR, 201.91
2026-01-31 23:07:35,SNSR, 201.41
2026-01-31 23:07:45,SNSR, 201.48
2026-01-31 23:07:56,SNSR, 201.84
2026-01-31 23:08:06,SNSR, 201.41
2026-01-31 23:08:16,SNSR, 201.77
2026-01-31 23:08:26,SNSR, 201.84
2026-01-31 23:08:36,SNSR, 201.41
2026-01-31 23:08:46,SNSR, 201.48
2026-01-31 23:08:56,SNSR, 201.48
2026-01-31 23:09:06,SNSR, 201.84
2026-01-31 23:09:16,SNSR, 201.48
2026-01-31 23:09:26,SNSR, 201.48
2026-01-31 23:09:36,SNSR, 201.46
2026-01-31 23:09:46,SNSR, 201.86
2026-01-31 23:09:57,SNSR, 201.41
2026-01-31 23:10:06,SNSR, 201.41
2026-01-31 23:10:16,SNSR, 201.41
2026-01-31 23:10:26,SNSR, 201.41
2026-01-31 23:10:36,SNSR, 201.46
2026-01-31 23:10:46,SNSR, 201.46
2026-01-31 23:10:56,SNSR, 201.48
2026-01-31 23:11:06,SNSR, 201.48
2026-01-31 23:11:17,SNSR, 201.92
2026-01-31 23:11:27,SNSR, 201.84
2026-01-31 23:11:37,SNSR, 201.41
2026-01-31 23:11:47,SNSR, 201.48
2026-01-31 23:11:57,SNSR, 201.48
2026-01-31 23:12:07,SNSR, 201.39
2026-01-31 23:12:17,SNSR, 201.48
2026-01-31 23:12:27,SNSR, 201.86
2026-01-31 23:12:37,SNSR, 201.48
2026-01-31 23:12:47,SNSR, 201.50
2026-01-31 23:12:57,SNSR, 201.43
2026-01-31 23:13:07,SNSR, 201.48
2026-01-31 23:13:17,SNSR, 201.84
2026-01-31 23:13:27,SNSR, 201.41
2026-01-31 23:13:37,SNSR, 201.91
2026-01-31 23:13:48,SNSR, 201.92
2026-01-31 23:14:00,SNSR, 201.46
2026-01-31 23:14:07,SNSR, 201.84
2026-01-31 23:14:18,SNSR, 201.41
2026-01-31 23:14:28,SNSR, 201.84
2026-01-31 23:14:38,SNSR, 201.91
2026-01-31 23:14:48,SNSR, 201.91
2026-01-31 23:14:58,SNSR, 201.91
2026-01-31 23:15:08,SNSR, 201.84
2026-01-31 23:15:18,SNSR, 201.94
2026-01-31 23:15:28,SNSR, 201.41
2026-01-31 23:15:38,SNSR, 201.77
2026-01-31 23:15:48,SNSR, 201.48
2026-01-31 23:15:58,SNSR, 201.48
2026-01-31 23:16:08,SNSR, 201.39
2026-01-31 23:16:19,SNSR, 201.91
2026-01-31 23:16:29,SNSR, 201.86
2026-01-31 23:16:39,SNSR, 201.86
2026-01-31 23:16:48,SNSR, 201.55
2026-01-31 23:16:58,SNSR, 201.48
2026-01-31 23:17:08,SNSR, 201.48
2026-01-31 23:17:18,SNSR, 201.84
2026-01-31 23:17:29,SNSR, 201.55
2026-01-31 23:17:39,SNSR, 201.84
2026-01-31 23:17:49,SNSR, 201.86
2026-01-31 23:17:59,SNSR, 201.48
2026-01-31 23:18:09,SNSR, 201.84
2026-01-31 23:18:19,SNSR, 201.48
2026-01-31 23:18:29,SNSR, 201.84
2026-01-31 23:18:39,SNSR, 201.48
2026-01-31 23:18:49,SNSR, 201.98
2026-01-31 23:18:59,SNSR, 201.92
2026-01-31 23:19:10,SNSR, 201.91
2026-01-31 23:19:19,SNSR, 201.48
2026-01-31 23:19:30,SNSR, 201.92
2026-01-31 23:19:39,SNSR, 201.46
2026-01-31 23:19:50,SNSR, 201.92
2026-01-31 23:20:00,SNSR, 201.91
2026-01-31 23:20:10,SNSR, 201.84
2026-01-31 23:20:19,SNSR, 201.84
2026-01-31 23:20:30,SNSR, 201.86
2026-01-31 23:20:40,SNSR, 201.84
2026-01-31 23:20:50,SNSR, 201.84
2026-01-31 23:21:00,SNSR, 201.92
2026-01-31 23:21:10,SNSR, 201.48
2026-01-31 23:21:20,SNSR, 201.92
2026-01-31 23:21:30,SNSR, 201.92
2026-01-31 23:21:40,SNSR, 201.48
2026-01-31 23:21:50,SNSR, 201.46
2026-01-31 23:22:00,SNSR, 201.48
2026-01-31 23:22:10,SNSR, 201.92
2026-01-31 23:22:20,SNSR, 201.48
2026-01-31 23:22:30,SNSR, 201.91
2026-01-31 23:22:41,SNSR, 201.91
2026-01-31 23:22:50,SNSR, 201.48
2026-01-31 23:23:00,SNSR, 201.46
2026-01-31 23:23:10,SNSR, 201.84
2026-01-31 23:23:21,SNSR, 201.48
2026-01-31 23:23:31,SNSR, 201.94
2026-01-31 23:23:41,SNSR, 201.84
2026-01-31 23:23:51,SNSR, 201.86
2026-01-31 23:24:01,SNSR, 201.48
2026-01-31 23:24:11,SNSR, 201.92
2026-01-31 23:24:21,SNSR, 201.91
2026-01-31 23:24:31,SNSR, 201.48
2026-01-31 23:24:41,SNSR, 201.98
2026-01-31 23:24:51,SNSR, 201.91
2026-01-31 23:25:01,SNSR, 201.92
2026-01-31 23:25:11,SNSR, 201.55
2026-01-31 23:25:21,SNSR, 201.55
2026-01-31 23:25:31,SNSR, 201.98
2026-01-31 23:25:41,SNSR, 201.41
2026-01-31 23:25:51,SNSR, 201.48
2026-01-31 23:26:01,SNSR, 201.50
2026-01-31 23:26:11,SNSR, 201.46
2026-01-31 23:26:22,SNSR, 201.48
2026-01-31 23:26:32,SNSR, 201.92
2026-01-31 23:26:42,SNSR, 201.41
2026-01-31 23:26:52,SNSR, 201.92
2026-01-31 23:27:02,SNSR, 201.48
2026-01-31 23:27:12,SNSR, 201.91
2026-01-31 23:27:22,SNSR, 201.48
2026-01-31 23:27:32,SNSR, 201.92
2026-01-31 23:27:42,SNSR, 201.55
2026-01-31 23:27:52,SNSR, 201.55
2026-01-31 23:28:02,SNSR, 201.92
2026-01-31 23:28:12,SNSR, 201.92
2026-01-31 23:28:22,SNSR, 201.41
2026-01-31 23:28:32,SNSR, 201.91
2026-01-31 23:28:42,SNSR, 201.99
2026-01-31 23:28:52,SNSR, 201.98
2026-01-31 23:29:02,SNSR, 201.50
2026-01-31 23:29:12,SNSR, 201.55
2026-01-31 23:29:23,SNSR, 201.55
2026-01-31 23:29:32,SNSR, 201.92
2026-01-31 23:29:42,SNSR, 201.92
2026-01-31 23:29:53,SNSR, 201.48
2026-01-31 23:30:03,SNSR, 201.46
2026-01-31 23:30:13,SNSR, 201.91
2026-01-31 23:30:23,SNSR, 201.91
2026-01-31 23:30:33,SNSR, 201.48
2026-01-31 23:30:43,SNSR, 201.48
2026-01-31 23:30:53,SNSR, 201.55
2026-01-31 23:31:03,SNSR, 201.92
2026-01-31 23:31:13,SNSR, 201.92
2026-01-31 23:31:23,SNSR, 201.48
2026-01-31 23:31:34,SNSR, 201.48
2026-01-31 23:31:43,SNSR, 201.55
2026-01-31 23:31:53,SNSR, 201.91
2026-01-31 23:32:03,SNSR, 201.55
2026-01-31 23:32:13,SNSR, 201.99
2026-01-31 23:32:23,SNSR, 201.92
2026-01-31 23:32:33,SNSR, 201.99
2026-01-31 23:32:43,SNSR, 201.48
2026-01-31 23:32:54,SNSR, 201.92
2026-01-31 23:33:04,SNSR, 201.48
2026-01-31 23:33:14,SNSR, 201.55
2026-01-31 23:33:24,SNSR, 201.55
2026-01-31 23:33:34,SNSR, 201.55
2026-01-31 23:33:44,SNSR, 201.48
2026-01-31 23:33:54,SNSR, 201.55
2026-01-31 23:34:04,SNSR, 201.55
2026-01-31 23:34:14,SNSR, 201.92
2026-01-31 23:34:24,SNSR, 201.91
2026-01-31 23:34:34,SNSR, 201.55
2026-01-31 23:34:44,SNSR, 201.92
2026-01-31 23:34:54,SNSR, 201.48
2026-01-31 23:35:04,SNSR, 201.91
2026-01-31 23:35:14,SNSR, 201.48
2026-01-31 23:35:24,SNSR, 201.48
2026-01-31 23:35:34,SNSR, 201.55
2026-01-31 23:35:44,SNSR, 201.55
2026-01-31 23:35:55,SNSR, 201.56
2026-01-31 23:36:05,SNSR, 201.46
2026-01-31 23:36:15,SNSR, 201.48
2026-01-31 23:36:25,SNSR, 201.92
2026-01-31 23:36:35,SNSR, 201.46
2026-01-31 23:36:45,SNSR, 201.48
2026-01-31 23:36:55,SNSR, 201.55
2026-01-31 23:37:05,SNSR, 201.56
2026-01-31 23:37:15,SNSR, 201.55
2026-01-31 23:37:25,SNSR, 201.55
2026-01-31 23:37:35,SNSR, 201.46
2026-01-31 23:37:45,SNSR, 201.48
2026-01-31 23:37:55,SNSR, 201.55
2026-01-31 23:38:05,SNSR, 201.92
2026-01-31 23:38:16,SNSR, 201.48
2026-01-31 23:38:25,SNSR, 201.48
2026-01-31 23:38:35,SNSR, 201.91
2026-01-31 23:38:45,SNSR, 201.48
2026-01-31 23:38:56,SNSR, 201.92
2026-01-31 23:39:06,SNSR, 201.98
2026-01-31 23:39:16,SNSR, 201.55
2026-01-31 23:39:26,SNSR, 201.56
2026-01-31 23:39:36,SNSR, 201.99
2026-01-31 23:39:46,SNSR, 201.91
2026-01-31 23:39:56,SNSR, 201.55
2026-01-31 23:40:06,SNSR, 201.48
2026-01-31 23:40:16,SNSR, 201.99
2026-01-31 23:40:26,SNSR, 201.55
2026-01-31 23:40:36,SNSR, 201.55
2026-01-31 23:40:46,SNSR, 201.55
2026-01-31 23:40:56,SNSR, 201.55
2026-01-31 23:41:06,SNSR, 201.50
2026-01-31 23:41:17,SNSR, 201.92
2026-01-31 23:41:26,SNSR, 201.91
2026-01-31 23:41:36,SNSR, 201.92
2026-01-31 23:41:47,SNSR, 201.56
2026-01-31 23:41:57,SNSR, 201.55
2026-01-31 23:42:06,SNSR, 201.48
2026-01-31 23:42:17,SNSR, 201.98
2026-01-31 23:42:27,SNSR, 201.48
2026-01-31 23:42:37,SNSR, 201.48
2026-01-31 23:42:47,SNSR, 201.99
2026-01-31 23:42:57,SNSR, 201.55
2026-01-31 23:43:07,SNSR, 201.92
2026-01-31 23:43:17,SNSR, 201.55
2026-01-31 23:43:27,SNSR, 201.55
2026-01-31 23:43:37,SNSR, 201.56
2026-01-31 23:43:47,SNSR, 201.55
2026-01-31 23:43:58,SNSR, 201.55
2026-01-31 23:44:07,SNSR, 201.50
2026-01-31 23:44:17,SNSR, 201.92
2026-01-31 23:44:27,SNSR, 201.55
2026-01-31 23:44:38,SNSR, 201.98
2026-01-31 23:44:48,SNSR, 201.55
2026-01-31 23:44:58,SNSR, 201.56
2026-01-31 23:45:08,SNSR, 202.01
2026-01-31 23:45:18,SNSR, 201.48
2026-01-31 23:45:28,SNSR, 201.91
2026-01-31 23:45:38,SNSR, 201.55
2026-01-31 23:45:48,SNSR, 201.48
2026-01-31 23:45:58,SNSR, 201.91
2026-01-31 23:46:08,SNSR, 201.91
2026-01-31 23:46:18,SNSR, 201.98
2026-01-31 23:46:28,SNSR, 201.48
2026-01-31 23:46:38,SNSR, 201.86
2026-01-31 23:46:48,SNSR, 201.56
2026-01-31 23:46:58,SNSR, 201.48
2026-01-31 23:47:08,SNSR, 201.55
2026-01-31 23:47:19,SNSR, 201.55
2026-01-31 23:47:28,SNSR, 201.98
2026-01-31 23:47:38,SNSR, 201.48
2026-01-31 23:47:48,SNSR, 201.91
2026-01-31 23:47:59,SNSR, 201.99
2026-01-31 23:48:08,SNSR, 201.48
2026-01-31 23:48:19,SNSR, 201.92
2026-01-31 23:48:29,SNSR, 201.92
2026-01-31 23:48:39,SNSR, 201.91
2026-01-31 23:48:49,SNSR, 201.55
2026-01-31 23:48:59,SNSR, 201.48
2026-01-31 23:49:09,SNSR, 201.92
2026-01-31 23:49:19,SNSR, 201.92
2026-01-31 23:49:29,SNSR, 201.91
2026-01-31 23:49:39,SNSR, 201.55
2026-01-31 23:49:49,SNSR, 201.55
2026-01-31 23:49:59,SNSR, 201.56
2026-01-31 23:50:09,SNSR, 201.55
2026-01-31 23:50:19,SNSR, 201.55
2026-01-31 23:50:30,SNSR, 201.55
2026-01-31 23:50:40,SNSR, 201.55
2026-01-31 23:50:50,SNSR, 201.48
2026-01-31 23:50:59,SNSR, 201.62
2026-01-31 23:51:09,SNSR, 201.48
2026-01-31 23:51:19,SNSR, 201.55
2026-01-31 23:51:30,SNSR, 201.55
2026-01-31 23:51:40,SNSR, 201.56
2026-01-31 23:51:50,SNSR, 201.92
2026-01-31 23:52:00,SNSR, 201.91
2026-01-31 23:52:10,SNSR, 201.55
2026-01-31 23:52:20,SNSR, 201.56
2026-01-31 23:52:30,SNSR, 201.98
2026-01-31 23:52:40,SNSR, 201.55
2026-01-31 23:52:50,SNSR, 201.91
2026-01-31 23:53:00,SNSR, 201.56
2026-01-31 23:53:10,SNSR, 201.92
2026-01-31 23:53:20,SNSR, 201.91
2026-01-31 23:53:31,SNSR, 201.98
2026-01-31 23:53:40,SNSR, 201.92
2026-01-31 23:53:51,SNSR, 201.56
2026-01-31 23:54:01,SNSR, 201.91
2026-01-31 23:54:10,SNSR, 201.99
2026-01-31 23:54:21,SNSR, 201.99
2026-01-31 23:54:30,SNSR, 201.48
2026-01-31 23:54:41,SNSR, 201.55
2026-01-31 23:54:51,SNSR, 201.50
2026-01-31 23:55:01,SNSR, 201.91
2026-01-31 23:55:11,SNSR, 201.50
2026-01-31 23:55:21,SNSR, 201.92
2026-01-31 23:55:31,SNSR, 201.55
2026-01-31 23:55:41,SNSR, 201.91
2026-01-31 23:55:51,SNSR, 201.48
2026-01-31 23:56:01,SNSR, 201.99
2026-01-31 23:56:11,SNSR, 201.92
2026-01-31 23:56:21,SNSR, 201.55
2026-01-31 23:56:31,SNSR, 201.56
2026-01-31 23:56:41,SNSR, 201.56
2026-01-31 23:56:52,SNSR, 201.48
2026-01-31 23:57:01,SNSR, 201.48
2026-01-31 23:57:12,SNSR, 202.01
2026-01-31 23:57:21,SNSR, 201.92
2026-01-31 23:57:32,SNSR, 201.92
2026-01-31 23:57:42,SNSR, 201.48
2026-01-31 23:57:52,SNSR, 201.99
2026-01-31 23:58:02,SNSR, 201.98
2026-01-31 23:58:12,SNSR, 201.98
2026-01-31 23:58:22,SNSR, 201.55
2026-01-31 23:58:32,SNSR, 201.62
2026-01-31 23:58:42,SNSR, 201.50
2026-01-31 23:58:52,SNSR, 201.91
2026-01-31 23:59:02,SNSR, 201.56
2026-01-31 23:59:12,SNSR, 201.62
2026-01-31 23:59:22,SNSR, 201.98
2026-01-31 23:59:32,SNSR, 201.55
2026-01-31 23:59:42,SNSR, 201.62
2026-01-31 23:59:52,SNSR, 201.91
2026-02-01 00:00:02,SNSR, 201.56
2026-02-01 00:00:12,SNSR, 201.99
2026-02-01 00:00:22,SNSR, 201.55
2026-02-01 00:00:32,SNSR, 201.99
2026-02-01 00:00:42,SNSR, 201.98
2026-02-01 00:00:53,SNSR, 201.62
2026-02-01 00:01:03,SNSR, 201.99
2026-02-01 00:01:13,SNSR, 201.98
2026-02-01 00:01:23,SNSR, 201.48
2026-02-01 00:01:33,SNSR, 201.98
2026-02-01 00:01:43,SNSR, 201.50
2026-02-01 00:01:53,SNSR, 201.55
2026-02-01 00:02:03,SNSR, 201.55
2026-02-01 00:02:14,SNSR, 201.98
2026-02-01 00:02:23,SNSR, 201.55
2026-02-01 00:02:33,SNSR, 201.55
2026-02-01 00:02:43,SNSR, 201.56
2026-02-01 00:02:53,SNSR, 201.92
2026-02-01 00:03:03,SNSR, 201.55
2026-02-01 00:03:13,SNSR, 201.51
2026-02-01 00:03:23,SNSR, 201.99
2026-02-01 00:03:33,SNSR, 201.55
2026-02-01 00:03:44,SNSR, 201.92
2026-02-01 00:03:54,SNSR, 201.92
2026-02-01 00:04:04,SNSR, 201.92
2026-02-01 00:04:14,SNSR, 201.55
2026-02-01 00:04:24,SNSR, 201.48
2026-02-01 00:04:34,SNSR, 201.98
2026-02-01 00:04:44,SNSR, 201.99
2026-02-01 00:04:54,SNSR, 201.56
2026-02-01 00:05:04,SNSR, 201.55
2026-02-01 00:05:14,SNSR, 201.98
2026-02-01 00:05:24,SNSR, 201.56
2026-02-01 00:05:35,SNSR, 201.55
2026-02-01 00:05:44,SNSR, 201.91
2026-02-01 00:05:55,SNSR, 201.92
2026-02-01 00:06:04,SNSR, 201.55
2026-02-01 00:06:14,SNSR, 201.92
2026-02-01 00:06:24,SNSR, 201.55
2026-02-01 00:06:34,SNSR, 202.01
2026-02-01 00:06:45,SNSR, 201.99
2026-02-01 00:06:55,SNSR, 201.94
2026-02-01 00:07:05,SNSR, 201.55
2026-02-01 00:07:15,SNSR, 201.99
2026-02-01 00:07:25,SNSR, 201.99
2026-02-01 00:07:35,SNSR, 201.55
2026-02-01 00:07:45,SNSR, 201.62
2026-02-01 00:07:55,SNSR, 201.56
2026-02-01 00:08:05,SNSR, 201.55
2026-02-01 00:08:15,SNSR, 201.58
2026-02-01 00:08:25,SNSR, 202.37
2026-02-01 00:08:35,SNSR, 201.55
2026-02-01 00:08:45,SNSR, 201.50
2026-02-01 00:08:55,SNSR, 201.56
2026-02-01 00:09:05,SNSR, 201.55
2026-02-01 00:09:15,SNSR, 201.98
2026-02-01 00:09:26,SNSR, 201.56
2026-02-01 00:09:36,SNSR, 201.55
2026-02-01 00:09:45,SNSR, 201.98
2026-02-01 00:09:56,SNSR, 201.55
2026-02-01 00:10:06,SNSR, 201.99
2026-02-01 00:10:16,SNSR, 201.55
2026-02-01 00:10:26,SNSR, 201.92
2026-02-01 00:10:36,SNSR, 201.50
2026-02-01 00:10:46,SNSR, 201.62
2026-02-01 00:10:56,SNSR, 201.55
2026-02-01 00:11:06,SNSR, 201.55
2026-02-01 00:11:16,SNSR, 201.91
2026-02-01 00:11:26,SNSR, 201.91
2026-02-01 00:11:36,SNSR, 201.99
2026-02-01 00:11:46,SNSR, 201.98
2026-02-01 00:11:56,SNSR, 201.56
2026-02-01 00:12:06,SNSR, 201.99
2026-02-01 00:12:16,SNSR, 201.48
2026-02-01 00:12:26,SNSR, 201.63
2026-02-01 00:12:37,SNSR, 201.48
2026-02-01 00:12:46,SNSR, 201.92
2026-02-01 00:12:57,SNSR, 201.50
2026-02-01 00:13:07,SNSR, 201.91
2026-02-01 00:13:17,SNSR, 201.48
2026-02-01 00:13:27,SNSR, 201.56
2026-02-01 00:13:37,SNSR, 201.56
2026-02-01 00:13:47,SNSR, 201.55
2026-02-01 00:13:57,SNSR, 201.55
2026-02-01 00:14:07,SNSR, 201.99
2026-02-01 00:14:17,SNSR, 201.98
2026-02-01 00:14:27,SNSR, 201.91
2026-02-01 00:14:37,SNSR, 201.98
2026-02-01 00:14:48,SNSR, 201.56
2026-02-01 00:14:57,SNSR, 201.91
2026-02-01 00:15:07,SNSR, 201.48
2026-02-01 00:15:17,SNSR, 201.63
2026-02-01 00:15:27,SNSR, 201.99
2026-02-01 00:15:37,SNSR, 201.98
2026-02-01 00:15:47,SNSR, 201.55
2026-02-01 00:15:57,SNSR, 201.62
2026-02-01 00:16:07,SNSR, 201.98
2026-02-01 00:16:17,SNSR, 201.98
2026-02-01 00:16:28,SNSR, 201.62
2026-02-01 00:16:38,SNSR, 201.92
2026-02-01 00:16:48,SNSR, 201.55
2026-02-01 00:16:58,SNSR, 201.55
2026-02-01 00:17:08,SNSR, 201.55
2026-02-01 00:17:18,SNSR, 201.56
2026-02-01 00:17:28,SNSR, 202.34
2026-02-01 00:17:38,SNSR, 201.56
2026-02-01 00:17:48,SNSR, 201.56
2026-02-01 00:17:58,SNSR, 201.91
2026-02-01 00:18:08,SNSR, 201.99
2026-02-01 00:18:18,SNSR, 201.55
2026-02-01 00:18:29,SNSR, 201.55
2026-02-01 00:18:38,SNSR, 201.98
2026-02-01 00:18:49,SNSR, 201.55
2026-02-01 00:18:58,SNSR, 201.92
2026-02-01 00:19:08,SNSR, 201.98
2026-02-01 00:19:19,SNSR, 201.55
2026-02-01 00:19:29,SNSR, 201.99
2026-02-01 00:19:39,SNSR, 201.91
2026-02-01 00:19:49,SNSR, 201.63
2026-02-01 00:19:59,SNSR, 201.99
2026-02-01 00:20:09,SNSR, 201.92
2026-02-01 00:20:19,SNSR, 201.48
2026-02-01 00:20:29,SNSR, 201.62
2026-02-01 00:20:39,SNSR, 201.98
2026-02-01 00:20:49,SNSR, 201.56
2026-02-01 00:20:59,SNSR, 201.56
2026-02-01 00:21:09,SNSR, 201.55
2026-02-01 00:21:19,SNSR, 201.92
2026-02-01 00:21:30,SNSR, 201.99
2026-02-01 00:21:39,SNSR, 201.55
2026-02-01 00:21:50,SNSR, 201.98
2026-02-01 00:21:59,SNSR, 201.62
2026-02-01 00:22:10,SNSR, 201.55
2026-02-01 00:22:19,SNSR, 201.98
2026-02-01 00:22:29,SNSR, 201.91
2026-02-01 00:22:40,SNSR, 202.01
2026-02-01 00:22:50,SNSR, 202.06
2026-02-01 00:23:02,SNSR, 201.55
2026-02-01 00:23:10,SNSR, 201.56
2026-02-01 00:23:20,SNSR, 201.48
2026-02-01 00:23:30,SNSR, 201.98
2026-02-01 00:23:40,SNSR, 201.56
2026-02-01 00:23:50,SNSR, 201.55
2026-02-01 00:24:00,SNSR, 201.62
2026-02-01 00:24:10,SNSR, 201.99
2026-02-01 00:24:21,SNSR, 201.55
2026-02-01 00:24:30,SNSR, 201.98
2026-02-01 00:24:40,SNSR, 202.01
2026-02-01 00:24:50,SNSR, 201.99
2026-02-01 00:25:00,SNSR, 201.98
2026-02-01 00:25:10,SNSR, 201.56
2026-02-01 00:25:21,SNSR, 201.98
2026-02-01 00:25:31,SNSR, 202.01
2026-02-01 00:25:41,SNSR, 201.55
2026-02-01 00:25:51,SNSR, 201.56
2026-02-01 00:26:01,SNSR, 201.63
2026-02-01 00:26:11,SNSR, 201.63
2026-02-01 00:26:21,SNSR, 201.55
2026-02-01 00:26:31,SNSR, 201.55
2026-02-01 00:26:41,SNSR, 201.91
2026-02-01 00:26:51,SNSR, 201.98
2026-02-01 00:27:01,SNSR, 201.92
2026-02-01 00:27:11,SNSR, 201.55
2026-02-01 00:27:21,SNSR, 201.62
2026-02-01 00:27:31,SNSR, 201.63
2026-02-01 00:27:41,SNSR, 201.99
2026-02-01 00:27:51,SNSR, 202.01
2026-02-01 00:28:01,SNSR, 201.92
2026-02-01 00:28:12,SNSR, 201.99
2026-02-01 00:28:22,SNSR, 201.98
2026-02-01 00:28:32,SNSR, 201.99
2026-02-01 00:28:41,SNSR, 201.63
2026-02-01 00:28:52,SNSR, 201.91
2026-02-01 00:29:02,SNSR, 201.98
2026-02-01 00:29:12,SNSR, 201.55
2026-02-01 00:29:22,SNSR, 201.99
2026-02-01 00:29:32,SNSR, 201.99
2026-02-01 00:29:42,SNSR, 201.55
2026-02-01 00:29:52,SNSR, 201.99
2026-02-01 00:30:02,SNSR, 201.91
2026-02-01 00:30:12,SNSR, 201.63
2026-02-01 00:30:22,SNSR, 201.92
2026-02-01 00:30:32,SNSR, 201.99
2026-02-01 00:30:42,SNSR, 201.98
2026-02-01 00:30:52,SNSR, 202.01
2026-02-01 00:31:02,SNSR, 201.55
2026-02-01 00:31:12,SNSR, 201.55
2026-02-01 00:31:22,SNSR, 201.55
2026-02-01 00:31:33,SNSR, 201.91
2026-02-01 00:31:43,SNSR, 201.98
2026-02-01 00:31:53,SNSR, 202.06
2026-02-01 00:32:05,SNSR, 201.99
2026-02-01 00:32:13,SNSR, 201.99
2026-02-01 00:32:23,SNSR, 201.92
2026-02-01 00:32:33,SNSR, 201.98
2026-02-01 00:32:43,SNSR, 201.98
2026-02-01 00:32:53,SNSR, 202.06
2026-02-01 00:33:03,SNSR, 201.56
2026-02-01 00:33:13,SNSR, 201.56
2026-02-01 00:33:23,SNSR, 201.92
2026-02-01 00:33:33,SNSR, 201.56
2026-02-01 00:33:43,SNSR, 201.62
2026-02-01 00:33:53,SNSR, 201.55
2026-02-01 00:34:03,SNSR, 201.62
2026-02-01 00:34:13,SNSR, 201.99
2026-02-01 00:34:24,SNSR, 201.55
2026-02-01 00:34:33,SNSR, 201.58
2026-02-01 00:34:44,SNSR, 201.55
2026-02-01 00:34:53,SNSR, 201.98
2026-02-01 00:35:05,SNSR, 201.55
2026-02-01 00:35:14,SNSR, 201.48
2026-02-01 00:35:24,SNSR, 201.92
2026-02-01 00:35:34,SNSR, 201.55
2026-02-01 00:35:44,SNSR, 201.99
2026-02-01 00:35:54,SNSR, 201.55
2026-02-01 00:36:04,SNSR, 201.99
2026-02-01 00:36:14,SNSR, 201.98
2026-02-01 00:36:24,SNSR, 201.91
2026-02-01 00:36:34,SNSR, 201.98
2026-02-01 00:36:44,SNSR, 201.50
2026-02-01 00:36:54,SNSR, 201.55
2026-02-01 00:37:04,SNSR, 201.55
2026-02-01 00:37:14,SNSR, 201.62
2026-02-01 00:37:24,SNSR, 201.55
2026-02-01 00:37:34,SNSR, 201.55
2026-02-01 00:37:44,SNSR, 201.63
2026-02-01 00:37:55,SNSR, 201.55
2026-02-01 00:38:05,SNSR, 201.91
2026-02-01 00:38:15,SNSR, 201.92
2026-02-01 00:38:25,SNSR, 201.55
2026-02-01 00:38:35,SNSR, 202.08
2026-02-01 00:38:45,SNSR, 201.91
2026-02-01 00:38:55,SNSR, 201.55
2026-02-01 00:39:05,SNSR, 201.99
2026-02-01 00:39:15,SNSR, 201.55
2026-02-01 00:39:25,SNSR, 201.98
2026-02-01 00:39:35,SNSR, 201.55
2026-02-01 00:39:45,SNSR, 202.04
2026-02-01 00:39:55,SNSR, 201.62
2026-02-01 00:40:05,SNSR, 201.99
2026-02-01 00:40:15,SNSR, 201.99
2026-02-01 00:40:25,SNSR, 201.55
2026-02-01 00:40:35,SNSR, 201.91
2026-02-01 00:40:46,SNSR, 201.63
2026-02-01 00:40:55,SNSR, 201.55
2026-02-01 00:41:06,SNSR, 201.98
2026-02-01 00:41:16,SNSR, 201.55
2026-02-01 00:41:26,SNSR, 201.55
2026-02-01 00:41:36,SNSR, 201.99
2026-02-01 00:41:46,SNSR, 201.92
2026-02-01 00:41:56,SNSR, 201.98
2026-02-01 00:42:06,SNSR, 201.98
2026-02-01 00:42:16,SNSR, 201.99
2026-02-01 00:42:26,SNSR, 201.63
2026-02-01 00:42:36,SNSR, 201.92
2026-02-01 00:42:46,SNSR, 201.99
2026-02-01 00:42:56,SNSR, 201.56
2026-02-01 00:43:06,SNSR, 201.55
2026-02-01 00:43:16,SNSR, 201.99
2026-02-01 00:43:27,SNSR, 201.98
2026-02-01 00:43:36,SNSR, 201.56
2026-02-01 00:43:46,SNSR, 201.99
2026-02-01 00:43:57,SNSR, 201.55
2026-02-01 00:44:07,SNSR, 201.98
2026-02-01 00:44:17,SNSR, 201.99
2026-02-01 00:44:27,SNSR, 201.91
2026-02-01 00:44:37,SNSR, 201.55
2026-02-01 00:44:47,SNSR, 201.99
2026-02-01 00:44:57,SNSR, 201.99
2026-02-01 00:45:07,SNSR, 201.55
2026-02-01 00:45:17,SNSR, 201.55
2026-02-01 00:45:27,SNSR, 201.98
2026-02-01 00:45:37,SNSR, 201.62
2026-02-01 00:45:47,SNSR, 201.98
2026-02-01 00:45:58,SNSR, 201.62
2026-02-01 00:46:07,SNSR, 201.92
2026-02-01 00:46:18,SNSR, 201.48
2026-02-01 00:46:27,SNSR, 201.55
2026-02-01 00:46:37,SNSR, 201.55
2026-02-01 00:46:47,SNSR, 201.55
2026-02-01 00:46:57,SNSR, 201.55
2026-02-01 00:47:08,SNSR, 201.55
2026-02-01 00:47:18,SNSR, 201.55
2026-02-01 00:47:28,SNSR, 201.63
2026-02-01 00:47:38,SNSR, 201.55
2026-02-01 00:47:48,SNSR, 201.98
